model,train_mae,train_rmse,train_r2,val_mae,val_rmse,val_r2,test_mae,test_rmse,test_r2
Linear Regression,4.62770120330411,5.942899824098054,0.6934501191708582,4.654810482421866,6.021061596339057,0.6575655846879895,4.8942445054718,6.293385417146447,0.6446636595987936
