model,train_mae,train_rmse,train_r2,val_mae,val_rmse,val_r2,test_mae,test_rmse,test_r2
XGBoost,0.3798429601655589,0.49800858686527955,0.9946399911334015,3.4613368252345498,4.393857439206308,0.5509955651795155,3.853625475909259,4.804446609376911,0.5692572465454884
