model,train_mae,train_rmse,train_r2,val_mae,val_rmse,val_r2,test_mae,test_rmse,test_r2
Stacking Ensemble,3.791253617348163,4.987325190504176,0.7841064311667736,4.1681570439631725,5.4160233613804,0.7229282018029615,4.351110119521639,5.673341178050159,0.7112321965160376
