model,train_mae,train_rmse,train_r2,val_mae,val_rmse,val_r2,test_mae,test_rmse,test_r2
Random Forest,1.8627687371506947,2.4128667062331783,0.949467475638444,3.9374232721974134,5.0488314758840485,0.759224100074251,4.161015115193923,5.481316031819942,0.7304491836550999
