model,train_mae,train_rmse,train_r2,val_mae,val_rmse,val_r2,test_mae,test_rmse,test_r2
Ridge Regression,2.295720976874845,3.0493428827298885,0.79904243098422,3.190438405114553,4.162599166936879,0.5970159171181215,3.8970058078083993,4.646449027515761,0.5971219640438323
