model,train_mae,train_rmse,train_r2,val_mae,val_rmse,val_r2
XGBoost,"[9028.714114443435, 8783.608235995092, 8717.630097986223, 8471.155349603589, 8936.472398260332]","[14527.523964351863, 14183.353150466344, 14020.188603666544, 13433.315904199051, 14153.357116198316]","[0.9954841609989022, 0.9956200170191505, 0.9958977892033312, 0.9961252777132935, 0.9956074693889893]","[15206.665550723992, 13159.18772958452, 14503.32153621807, 13755.472444084364, 13741.784825769211]","[36591.34772576301, 23016.966036385707, 25385.06067344775, 28701.270065200875, 24849.978577583326]","[0.9707779817841923, 0.9891963582623076, 0.9843118478196337, 0.982261731722617, 0.9877333625926017]"
