model,train_mae,train_rmse,train_r2,val_mae,val_rmse,val_r2
Random Forest (Tuned),"[4921.397210497482, 4868.303974232365, 5121.78671378051, 4921.974168712319, 4852.084282799606]","[10298.619319553105, 10211.466722802303, 10865.152989448712, 10203.567863266026, 10084.276757225009]","[0.9977645596366321, 0.9977612056613558, 0.9975043149795115, 0.9976536554348061, 0.9978929431715096]","[12276.138874018297, 14362.968086099168, 12885.263170623282, 13214.991724080688, 13473.551975676703]","[24480.666365841265, 27916.44680887597, 23575.137612812578, 31506.97437044795, 28729.38582873189]","[0.9864161800573288, 0.9836476831091946, 0.9875806802430581, 0.982407625299532, 0.9798171470817627]"
