kabupaten,luas_panen,produktivitas,produksi,tahun,curah_hujan_rataan,curah_hujan_total,suhu_rataan,suhu_maksimum,suhu_minimum,kelembapan_rataan
sinjai,20298.13,46.8,95001.43,2024,6.2992622950819674,2305.53,25.86139344262295,28.92,23.26,83.23546448087431
maros,40354.73,48.04,193846.58,2024,6.639180327868853,2429.94,28.05898907103825,30.08,26.45,79.47644808743169
pangkajene kepulauan,27043.71,41.41,111980.09,2024,6.639180327868853,2429.94,28.05898907103825,30.08,26.45,79.47644808743169
barru,21213.26,53.98,114509.68,2024,5.225546448087432,1912.55,28.199590163934424,29.66,26.57,79.23158469945355
bone,157901.31,47.79,754644.66,2024,4.41275956284153,1615.07,28.89786885245902,30.36,27.07,78.17907103825137
soppeng,45441.96,53.36,242469.8,2024,6.568169398907103,2403.95,26.933934426229506,30.22,24.72,82.19928961748633
wajo,123316.52,47.66,587729.75,2024,5.858934426229508,2144.37,27.556229508196722,31.05,24.89,81.32314207650273
sidenreng rappang,86548.69,51.75,447855.62,2024,5.858934426229508,2144.37,27.556229508196722,31.05,24.89,81.32314207650273
pinrang,92277.1,61.07,563546.72,2024,5.4833060109289615,2006.8899999999999,28.25409836065574,30.19,26.53,80.44893442622951
enrekang,7937.59,45.59,36189.33,2024,10.662814207650273,3902.59,23.59672131147541,25.79,21.34,86.99579234972677
luwu,52325.28,53.59,280392.73,2024,12.305300546448088,4503.74,22.723524590163933,24.25,20.32,87.61819672131148
tana toraja,12856.98,45.28,58216.93,2024,12.305300546448088,4503.74,22.723524590163933,24.25,20.32,87.61819672131148
luwu utara,40352.09,54.19,218654.1,2024,12.736147540983607,4661.43,23.995163934426227,25.41,21.87,87.23505464480874
luwu timur,41174.43,58.02,238901.89,2024,10.368060109289617,3794.71,24.939480874316942,26.48,22.62,88.15002732240437
toraja utara,16209.27,50.12,81241.01,2024,12.305300546448088,4503.74,22.723524590163933,24.25,20.32,87.61819672131148
makassar,2578.25,56.97,14687.42,2024,6.639180327868853,2429.94,28.05898907103825,30.08,26.45,79.47644808743169
parepare,960.04,51.91,4983.52,2024,5.4833060109289615,2006.8899999999999,28.25409836065574,30.19,26.53,80.44893442622951
palopo,2932.36,50.68,14860.86,2024,12.305300546448088,4503.74,22.723524590163933,24.25,20.32,87.61819672131148
kepulauan selayar,1877.0,43.7,8201.0,2025,5.135287671232877,1874.38,28.147917808219177,29.83,26.78,79.92372602739727
bulukumba,39833.0,52.23,208030.0,2025,5.801616438356165,2117.59,26.07594520547945,27.68,23.94,82.66019178082192
bantaeng,9727.0,54.47,52984.0,2025,5.801616438356165,2117.59,26.07594520547945,27.68,23.94,82.66019178082192
jeneponto,34291.0,48.91,167717.0,2025,5.801616438356165,2117.59,26.07594520547945,27.68,23.94,82.66019178082192
takalar,31917.0,42.93,137019.0,2025,6.853287671232876,2501.45,27.651397260273974,29.41,26.05,80.59005479452054
gowa,55529.0,47.64,264534.0,2025,6.368739726027398,2324.59,27.51953424657534,29.44,25.66,80.40928767123287
sinjai,21675.0,49.1,106425.0,2025,6.274383561643836,2290.15,25.325698630136984,28.2,22.64,84.46991780821918
maros,39489.0,47.34,186929.0,2025,6.368739726027398,2324.59,27.51953424657534,29.44,25.66,80.40928767123287
pangkajene kepulauan,27868.0,45.42,126590.0,2025,6.368739726027398,2324.59,27.51953424657534,29.44,25.66,80.40928767123287
barru,23591.0,59.13,139485.0,2025,4.316191780821918,1575.41,27.723835616438357,29.61,25.95,79.64942465753425
bone,183673.0,48.66,893811.0,2025,3.88413698630137,1417.71,28.520739726027397,30.18,26.53,77.95750684931507
soppeng,49087.0,52.65,258421.0,2025,6.187753424657535,2258.53,26.418438356164383,28.88,23.94,83.05953424657534
wajo,154127.0,50.85,783762.0,2025,4.396465753424658,1604.71,27.105479452054794,29.54,24.23,81.34090410958905
sidenreng rappang,94893.0,60.04,569733.0,2025,4.396465753424658,1604.71,27.105479452054794,29.54,24.23,81.34090410958905
pinrang,96747.0,61.59,595823.0,2025,4.194027397260274,1530.82,27.849479452054794,29.47,26.05,80.11882191780822
enrekang,7636.0,49.65,37908.0,2025,6.197972602739727,2262.26,23.16709589041096,25.08,19.82,86.52986301369863
luwu,52709.0,55.15,290717.0,2025,6.4755890410958905,2363.59,22.363589041095892,24.02,19.15,87.2229315068493
tana toraja,17209.0,45.81,78835.0,2025,6.4755890410958905,2363.59,22.363589041095892,24.02,19.15,87.2229315068493
luwu utara,31172.0,54.5,169876.0,2025,7.215068493150685,2633.5,23.62139726027397,25.11,20.77,87.07441095890411
luwu timur,40984.0,62.79,257320.0,2025,7.281479452054794,2657.74,24.5486301369863,26.11,21.87,87.8168493150685
toraja utara,21235.0,46.16,98011.0,2025,6.4755890410958905,2363.59,22.363589041095892,24.02,19.15,87.2229315068493
makassar,2102.0,50.19,10553.0,2025,6.368739726027398,2324.59,27.51953424657534,29.44,25.66,80.40928767123287
parepare,1008.0,49.89,5027.0,2025,4.194027397260274,1530.82,27.849479452054794,29.47,26.05,80.11882191780822
palopo,3323.0,56.83,18884.0,2025,6.4755890410958905,2363.59,22.363589041095892,24.02,19.15,87.2229315068493
palu,104.66,43.72,457.55,2019,4.110301369863014,1500.26,23.674027397260275,25.47,21.78,85.58139726027397
palu,75.98,48.37,367.52,2020,7.479289617486339,2737.42,23.52639344262295,25.79,21.49,87.7037431693989
palu,167.17,45.72,764.28,2021,5.564,2030.86,23.188109589041094,24.65,21.45,88.4249315068493
banggai kepulauan,291.58,34.06,992.99,2022,4.954986301369863,1808.57,27.907780821917807,29.49,25.74,80.43553424657534
palu,194.91,45.6,888.75,2022,5.737561643835616,2094.21,23.091068493150683,24.63,21.11,88.8609589041096
palu,161.59,42.41,685.27,2023,3.7283835616438354,1360.86,23.700547945205482,25.4,20.76,86.85715068493151
banggai laut,1.2,41.76,5.03,2024,4.471010928961749,1636.39,28.204071038251367,29.79,26.04,81.69786885245901
palu,176.85,47.01,831.32,2024,6.234262295081967,2281.74,23.96617486338798,25.36,21.87,88.4261475409836
banggai laut,6.0,45.66,27.0,2025,5.317095890410959,1940.74,27.875068493150685,29.47,25.92,81.49035616438356
palu,166.0,44.55,738.0,2025,4.427068493150685,1615.88,23.402246575342463,24.82,21.23,88.13978082191781
konawe kepulauan,171.66,38.53,661.34,2018,5.905643835616438,2155.56,27.392739726027397,29.57,25.48,81.60567123287672
buton selatan,1.33,16.09,2.14,2018,4.693616438356164,1713.17,27.440657534246576,30.88,25.36,77.83054794520548
konawe kepulauan,218.19,38.3,835.73,2019,5.970904109589042,2179.38,27.19019178082192,29.63,24.97,81.41356164383562
buton selatan,3.33,27.12,9.03,2019,3.478,1269.47,27.45345205479452,31.29,24.69,75.84726027397261
konawe kepulauan,155.92,38.7,603.46,2020,7.369262295081968,2697.15,27.510655737704916,28.91,25.57,82.64469945355191
buton selatan,1.0,23.3,2.33,2020,5.381311475409836,1969.56,27.65142076502732,29.81,25.54,78.60393442622951
konawe kepulauan,118.87,41.99,499.14,2021,7.016356164383561,2560.97,27.419753424657532,29.1,25.13,83.15550684931506
buton tengah,5.78,40.52,23.42,2021,7.139643835616438,2605.97,26.61747945205479,28.81,24.57,86.89545205479452
buton selatan,1.66,33.43,5.55,2021,6.350219178082192,2317.83,27.410657534246575,29.58,25.43,80.61978082191781
konawe kepulauan,144.04,34.19,492.54,2022,6.701616438356165,2446.09,27.58580821917808,29.75,25.7,82.2651506849315
buton tengah,8.67,29.17,25.29,2022,7.330082191780822,2675.48,26.694876712328764,28.49,24.74,86.44038356164384
konawe kepulauan,127.96,37.69,482.3,2023,3.949890410958904,1441.71,27.648191780821918,30.04,25.89,81.09882191780822
buton tengah,8.67,31.59,27.39,2023,3.4968493150684927,1276.35,27.338657534246575,31.08,25.28,80.67580821917808
buton selatan,20.0,34.55,69.1,2023,3.362164383561644,1227.19,27.662082191780822,31.06,25.45,77.5201095890411
konawe kepulauan,166.38,38.0,632.18,2024,5.774316939890711,2113.4,27.880846994535517,29.74,25.77,82.86346994535519
buton tengah,5.78,29.48,17.04,2024,6.137896174863387,2246.47,27.407540983606555,30.29,24.43,83.97142076502732
buton selatan,33.34,33.69,112.33,2024,4.848032786885247,1774.38,28.05532786885246,30.57,25.23,78.65546448087431
buton tengah,18.0,38.01,67.0,2025,5.499232876712329,2007.22,26.99449315068493,29.87,24.63,84.31561643835617
buton selatan,33.0,26.45,88.0,2025,5.931780821917808,2165.1,27.48208219178082,29.32,25.37,80.42841095890411
kepulauan sangihe,7.83,36.49,28.57,2018,4.0611780821917804,1482.33,27.833232876712326,29.12,26.26,81.11315068493151
kepulauan talaud,95.05,35.23,334.87,2018,4.311150684931507,1573.57,27.978465753424658,29.27,26.6,81.45268493150685
manado,0.94,33.51,3.15,2018,4.876520547945206,1779.93,26.86282191780822,28.22,25.41,81.71378082191781
bitung,93.72,43.47,407.38,2018,4.876520547945206,1779.93,26.86282191780822,28.22,25.41,81.71378082191781
kepulauan sangihe,3.86,43.26,16.7,2019,2.7358082191780824,998.57,27.72208219178082,29.35,25.95,80.13487671232876
kepulauan talaud,60.23,43.74,263.44,2019,3.4088767123287673,1244.24,27.799616438356168,29.17,26.27,80.6114794520548
manado,1.26,37.94,4.78,2019,3.3591506849315067,1226.09,27.04994520547945,29.14,25.08,79.17641095890411
bitung,91.34,43.52,397.49,2019,3.3591506849315067,1226.09,27.04994520547945,29.14,25.08,79.17641095890411
kepulauan sangihe,1.02,46.67,4.76,2020,4.588907103825137,1679.54,27.83754098360656,29.53,26.28,80.86784153005465
kepulauan talaud,49.64,40.03,198.71,2020,5.015765027322404,1835.77,27.972704918032786,29.25,27.03,81.08467213114754
bitung,95.78,40.7,389.84,2020,5.639918032786885,2064.21,26.97644808743169,28.61,25.54,81.65243169398907
kepulauan sangihe,0.42,39.29,1.65,2021,5.6343287671232885,2056.53,27.80539726027397,29.11,26.31,81.31668493150686
kepulauan talaud,30.84,38.31,118.15,2021,6.305287671232876,2301.43,27.951972602739723,29.05,26.48,81.59320547945205
bitung,57.07,38.41,219.21,2021,6.984602739726028,2549.38,26.8373698630137,28.1,25.35,82.40476712328767
bitung,59.2,39.46,233.62,2022,7.320849315068494,2672.11,26.763150684931507,28.1,24.99,82.5415616438356
kepulauan sangihe,0.19,41.05,0.78,2023,4.0093424657534245,1463.41,28.033397260273976,29.2,26.51,81.12454794520548
bitung,19.02,45.82,87.15,2023,4.727150684931507,1725.41,27.20901369863014,29.01,25.06,81.15394520547945
kepulauan sangihe,8.65,43.03,37.24,2024,4.435327868852458,1623.33,28.18308743169399,29.77,26.18,81.64489071038251
kepulauan talaud,0.29,44.48,1.29,2024,5.805628415300546,2124.86,28.30092896174863,29.61,26.72,81.99890710382513
manado,9.03,42.24,38.13,2024,5.6486065573770485,2067.39,27.183743169398905,28.57,26.0,83.12814207650274
bitung,71.87,44.31,318.46,2024,5.6486065573770485,2067.39,27.183743169398905,28.57,26.0,83.12814207650274
kepulauan sangihe,7.0,37.4,27.0,2025,5.719178082191781,2087.5,27.910191780821915,29.09,26.52,82.02978082191781
kepulauan talaud,42.0,42.94,182.0,2025,6.53654794520548,2385.84,28.065863013698632,29.2,26.77,82.44701369863013
manado,6.0,36.69,22.0,2025,7.459890410958905,2722.86,26.89824657534247,28.41,25.61,83.07734246575342
bitung,18.0,42.84,75.0,2025,7.459890410958905,2722.86,26.89824657534247,28.41,25.61,83.07734246575342
kepulauan mentawai,208.12,24.71,514.36,2020,9.768715846994535,3575.35,28.264754098360655,29.91,26.11,79.02653005464481
kepulauan mentawai,376.77,24.97,940.98,2021,8.669753424657534,3164.46,28.076301369863014,29.34,26.16,78.36958904109589
kepulauan mentawai,177.28,26.51,469.93,2024,9.99103825136612,3656.72,28.61122950819672,30.06,27.15,80.17248633879781
ogan komering ulu,3039.42,46.47,14124.16,2018,5.841506849315069,2132.15,26.06964383561644,28.41,23.95,85.93619178082191
ogan komering ilir,95573.8,50.65,484123.06,2018,5.925424657534247,2162.78,26.555698630136988,28.12,24.51,86.6763287671233
muara enim,18082.82,46.57,84206.44,2018,6.881397260273973,2511.71,25.859479452054792,28.12,23.43,86.73909589041097
lahat,13966.04,53.96,75360.65,2018,7.019013698630137,2561.94,24.365287671232878,26.27,22.28,87.09802739726027
musi rawas,24368.45,50.15,122214.04,2018,7.412027397260274,2705.39,26.04523287671233,27.79,23.46,86.48175342465754
musi banyuasin,39039.08,45.18,176385.25,2018,6.777945205479451,2473.95,26.252712328767124,28.1,23.63,87.17372602739727
banyuasin,212648.57,48.84,1038489.34,2018,6.370986301369863,2325.41,26.816082191780826,28.41,24.71,85.7951506849315
oku selatan,7218.88,44.51,32129.07,2018,6.985342465753425,2549.65,23.318301369863015,24.96,21.52,87.25169863013699
oku timur,96725.97,65.98,638198.79,2018,5.841506849315069,2132.15,26.06964383561644,28.41,23.95,85.93619178082191
ogan ilir,38896.17,47.59,185090.11,2018,6.195808219178081,2261.47,26.195013698630138,28.31,23.87,87.10646575342466
empat lawang,14390.13,41.73,60044.69,2018,8.803835616438356,3213.4,23.36997260273973,24.76,21.23,88.23805479452055
penukal abab lematang ilir,4163.45,40.66,16929.87,2018,6.881397260273973,2511.71,25.859479452054792,28.12,23.43,86.73909589041097
musi rawas utara,4852.7,42.94,20836.01,2018,7.020054794520548,2562.32,26.187068493150687,27.72,23.62,87.212
palembang,4478.14,54.65,24470.82,2018,6.27668493150685,2290.9900000000002,26.236191780821915,27.79,23.92,88.45471232876713
prabumulih,44.18,50.67,223.87,2018,6.195808219178081,2261.47,26.195013698630138,28.31,23.87,87.10646575342466
pagar alam,2804.25,53.07,14881.78,2018,8.803835616438356,3213.4,23.36997260273973,24.76,21.23,88.23805479452055
lubuklinggau,1282.56,50.55,6483.89,2018,7.782273972602741,2840.53,24.8066301369863,26.7,22.55,87.08372602739726
ogan komering ulu,3609.61,49.15,17739.97,2019,5.6380547945205475,2057.89,26.77276712328767,30.69,23.85,82.12312328767123
ogan komering ilir,95560.21,50.71,484604.79,2019,5.772356164383561,2106.91,26.944410958904108,29.4,24.95,85.13641095890411
muara enim,20070.19,41.42,83125.84,2019,5.803506849315069,2118.28,26.32961643835616,28.75,24.01,84.56638356164383
lahat,14499.32,50.44,73128.99,2019,5.837342465753425,2130.63,25.004849315068494,28.32,22.4,83.54402739726028
musi rawas,21935.15,47.19,103511.64,2019,5.648273972602739,2061.62,26.393041095890407,28.24,24.22,85.15567123287671
musi banyuasin,29488.73,46.34,136642.56,2019,5.859013698630137,2138.54,26.627808219178082,28.77,24.45,85.76586301369863
banyuasin,208597.95,43.43,905845.79,2019,6.0015616438356165,2190.57,27.149561643835618,29.2,25.3,84.93402739726027
oku selatan,7205.87,51.93,37418.38,2019,6.029150684931507,2200.64,24.025178082191783,26.65,21.44,82.77383561643836
oku timur,92116.61,62.46,575340.17,2019,5.6380547945205475,2057.89,26.77276712328767,30.69,23.85,82.12312328767123
ogan ilir,19167.29,37.48,71846.34,2019,5.964493150684931,2177.04,26.652191780821916,29.32,24.21,85.10898630136985
empat lawang,14115.04,39.62,55920.35,2019,6.36772602739726,2324.22,23.924712328767125,26.32,21.6,84.92750684931507
penukal abab lematang ilir,4297.06,40.08,17220.71,2019,5.803506849315069,2118.28,26.32961643835616,28.75,24.01,84.56638356164383
musi rawas utara,1650.16,39.36,6495.6,2019,5.631808219178082,2055.61,26.47958904109589,28.34,24.11,86.32490410958904
palembang,2730.04,46.45,12682.17,2019,6.066465753424658,2214.26,26.603945205479455,29.11,24.55,87.07263013698629
prabumulih,33.44,40.82,136.49,2019,5.964493150684931,2177.04,26.652191780821916,29.32,24.21,85.10898630136985
pagar alam,2668.15,47.73,12735.42,2019,6.36772602739726,2324.22,23.924712328767125,26.32,21.6,84.92750684931507
lubuklinggau,1571.7,57.27,9001.03,2019,5.568054794520548,2032.34,25.271479452054795,27.5,23.11,84.83531506849314
ogan komering ulu,3601.12,45.45,16365.67,2020,7.684098360655738,2812.38,26.308688524590163,28.0,23.86,87.43478142076503
ogan komering ilir,96370.64,54.5,525218.03,2020,7.470464480874317,2734.19,26.854426229508196,28.2,25.14,87.37030054644808
muara enim,12513.65,41.45,51866.22,2020,8.811639344262295,3225.06,26.171693989071038,27.88,24.47,87.04456284153005
lahat,14167.74,49.6,70278.25,2020,9.224590163934426,3376.2,24.643387978142076,26.3,22.83,87.79114754098362
musi rawas,22883.82,54.16,123933.68,2020,9.514262295081968,3482.2200000000003,26.341284153005464,28.09,24.53,86.65448087431695
musi banyuasin,33526.84,46.83,157015.79,2020,8.63275956284153,3159.59,26.558743169398905,28.33,24.87,87.35177595628416
banyuasin,211187.16,43.43,917156.76,2020,8.021256830601093,2935.78,27.073551912568306,28.77,25.22,86.22669398907104
oku selatan,7472.12,51.54,38509.64,2020,9.465409836065573,3464.34,23.53153005464481,25.05,21.45,88.67278688524591
oku timur,99645.54,63.59,633627.74,2020,7.684098360655738,2812.38,26.308688524590163,28.0,23.86,87.43478142076503
ogan ilir,21820.01,37.61,82073.28,2020,7.838306010928962,2868.82,26.50207650273224,28.19,24.38,87.69939890710383
empat lawang,13554.18,44.81,60730.88,2020,11.585218579234972,4240.19,23.665956284153005,25.33,21.73,88.30677595628416
penukal abab lematang ilir,3890.69,40.06,15586.11,2020,8.811639344262295,3225.06,26.171693989071038,27.88,24.47,87.04456284153005
musi rawas utara,2829.84,45.67,12924.13,2020,9.028715846994537,3304.51,26.484644808743166,28.34,24.56,87.15997267759563
palembang,3380.39,42.32,14304.74,2020,7.857459016393443,2875.83,26.52325136612022,28.2,24.8,88.8905737704918
prabumulih,34.8,39.52,137.53,2020,7.838306010928962,2868.82,26.50207650273224,28.19,24.38,87.69939890710383
pagar alam,2786.69,53.11,14798.8,2020,11.585218579234972,4240.19,23.665956284153005,25.33,21.73,88.30677595628416
lubuklinggau,1655.53,51.54,8532.43,2020,10.213715846994535,3738.22,25.064508196721313,26.48,23.63,87.47248633879782
ogan komering ulu,2739.2,43.86,12015.11,2021,7.702684931506849,2811.48,26.0412602739726,27.78,23.68,87.57978082191781
ogan komering ilir,85002.59,54.82,465965.86,2021,7.777205479452054,2838.68,26.6012602739726,28.43,23.95,87.39602739726027
muara enim,11767.93,39.97,47035.46,2021,8.830164383561643,3223.0099999999998,25.927972602739725,27.56,23.9,87.30591780821918
lahat,13708.57,48.15,66001.95,2021,8.732109589041094,3187.22,24.417397260273972,25.79,22.66,87.99950684931507
musi rawas,20352.72,58.97,120025.94,2021,8.59290410958904,3136.41,26.09117808219178,27.55,24.09,87.00761643835617
musi banyuasin,31472.23,47.41,149202.8,2021,8.695863013698629,3173.99,26.298657534246576,27.96,23.9,87.58490410958905
banyuasin,184834.91,48.0,887255.63,2021,8.425589041095892,3075.34,26.872328767123285,28.68,24.66,86.0554794520548
oku selatan,7697.5,58.01,44654.28,2021,8.42945205479452,3076.75,23.330219178082192,24.73,21.53,88.48035616438356
oku timur,95809.26,60.01,574966.07,2021,7.702684931506849,2811.48,26.0412602739726,27.78,23.68,87.57978082191781
ogan ilir,18403.69,41.76,76856.01,2021,8.519671232876712,3109.68,26.253780821917807,28.16,23.85,87.74652054794521
empat lawang,10705.6,42.17,45149.22,2021,10.259534246575342,3744.73,23.41221917808219,25.03,21.28,88.74128767123288
penukal abab lematang ilir,3900.26,43.03,16783.5,2021,8.830164383561643,3223.0099999999998,25.927972602739725,27.56,23.9,87.30591780821918
musi rawas utara,2925.95,42.62,12471.86,2021,7.961397260273972,2905.91,26.187671232876713,27.94,23.79,87.65369863013699
palembang,2475.24,41.62,10301.44,2021,8.65049315068493,3157.43,26.29512328767123,27.89,23.73,88.89745205479451
prabumulih,36.86,38.77,142.91,2021,8.519671232876712,3109.68,26.253780821917807,28.16,23.85,87.74652054794521
pagar alam,2705.03,53.95,14594.21,2021,10.259534246575342,3744.73,23.41221917808219,25.03,21.28,88.74128767123288
lubuklinggau,1704.11,52.94,9020.94,2021,9.106465753424658,3323.86,24.857205479452052,26.25,22.71,87.73635616438357
ogan komering ulu,2995.52,46.02,13784.51,2022,7.010438356164383,2558.81,26.120630136986303,28.02,24.52,87.00906849315069
ogan komering ilir,98450.44,54.3,534586.78,2022,7.364602739726028,2688.08,26.5672602739726,28.59,24.94,87.7667397260274
muara enim,12198.51,45.62,55650.55,2022,8.775589041095891,3203.09,26.01753424657534,27.92,23.91,86.53345205479452
lahat,14355.48,51.93,74549.71,2022,8.869945205479453,3237.53,24.50358904109589,26.29,22.93,87.04109589041096
musi rawas,17987.67,55.6,100005.52,2022,9.150438356164383,3339.91,26.230630136986303,28.16,24.32,85.97197260273973
musi banyuasin,29601.57,48.8,144445.74,2022,8.33027397260274,3040.55,26.337534246575345,28.26,24.13,87.24512328767123
banyuasin,177999.36,50.42,897427.6,2022,7.8303013698630135,2858.06,26.850383561643834,28.73,24.8,86.35164383561643
oku selatan,7013.5,55.9,39203.3,2022,8.321205479452056,3037.2400000000002,23.265561643835618,25.13,21.5,88.466
oku timur,108075.32,64.91,701509.52,2022,7.010438356164383,2558.81,26.120630136986303,28.02,24.52,87.00906849315069
ogan ilir,21150.62,49.61,104927.85,2022,7.681808219178082,2803.86,26.268246575342467,28.02,24.28,87.69076712328767
empat lawang,8672.6,45.76,39687.3,2022,11.533397260273972,4209.69,23.320493150684932,25.47,21.63,88.64619178082192
penukal abab lematang ilir,5334.75,42.31,22573.26,2022,8.775589041095891,3203.09,26.01753424657534,27.92,23.91,86.53345205479452
musi rawas utara,2943.14,41.81,12304.47,2022,7.962904109589041,2906.46,26.287424657534245,28.11,23.9,86.94835616438357
palembang,2371.64,46.67,11067.82,2022,7.793479452054794,2844.62,26.273123287671233,27.99,24.46,89.35216438356164
prabumulih,35.82,39.96,143.12,2022,7.681808219178082,2803.86,26.268246575342467,28.02,24.28,87.69076712328767
pagar alam,2966.59,56.7,16820.27,2022,11.533397260273972,4209.69,23.320493150684932,25.47,21.63,88.64619178082192
lubuklinggau,1225.67,52.07,6381.94,2022,10.42005479452055,3803.32,24.95556164383562,26.8,23.13,86.70167123287672
ogan komering ulu,2946.14,47.37,13955.94,2023,5.6032602739726025,2045.19,26.625999999999998,29.35,24.45,85.2573698630137
ogan komering ilir,90098.11,58.37,525899.56,2023,5.793150684931507,2114.5,27.021479452054795,28.91,24.95,86.56857534246575
muara enim,11528.06,51.0,58788.53,2023,5.803479452054795,2118.27,26.381479452054794,28.33,24.14,86.10213698630136
lahat,13409.56,51.4,68921.98,2023,5.717068493150685,2086.73,24.949397260273976,27.39,22.87,86.0168493150685
musi rawas,18686.2,57.45,107355.3,2023,5.5504931506849315,2025.93,26.573178082191777,28.29,24.34,85.82189041095891
musi banyuasin,26671.04,53.66,143115.22,2023,5.977698630136986,2181.86,26.759890410958906,28.45,24.43,86.68265753424657
banyuasin,177666.5,51.81,920413.27,2023,6.140356164383562,2241.23,27.280739726027395,29.14,25.01,85.81301369863014
oku selatan,7899.24,59.57,47059.3,2023,5.906520547945206,2155.88,23.919890410958903,26.59,21.79,85.75293150684931
oku timur,106700.37,67.19,716876.05,2023,5.6032602739726025,2045.19,26.625999999999998,29.35,24.45,85.2573698630137
ogan ilir,21654.29,46.82,101395.24,2023,6.035287671232877,2202.88,26.69219178082192,28.51,24.58,86.83005479452055
empat lawang,10415.7,48.68,50707.62,2023,5.924657534246576,2162.5,23.926712328767124,26.17,21.62,86.88227397260273
penukal abab lematang ilir,5801.04,43.9,25464.72,2023,5.803479452054795,2118.27,26.381479452054794,28.33,24.14,86.10213698630136
musi rawas utara,2686.74,44.57,11975.52,2023,5.821342465753425,2124.79,26.678027397260273,28.44,24.48,86.81210958904109
palembang,3097.77,49.39,15299.17,2023,6.171808219178082,2252.71,26.740493150684934,28.76,24.59,88.162
prabumulih,35.82,44.36,158.9,2023,6.035287671232877,2202.88,26.69219178082192,28.51,24.58,86.83005479452055
pagar alam,3581.61,52.23,18708.5,2023,5.924657534246576,2162.5,23.926712328767124,26.17,21.62,86.88227397260273
lubuklinggau,1264.84,52.81,6679.1,2023,5.292520547945205,1931.77,25.382191780821916,27.29,23.36,85.99413698630137
ogan komering ulu,2703.43,46.94,12690.78,2024,6.826912568306011,2498.65,27.00314207650273,29.9,24.92,85.34975409836065
ogan komering ilir,97822.25,59.17,578805.35,2024,7.10412568306011,2600.11,27.4125956284153,28.86,25.85,86.51989071038251
muara enim,12516.06,51.11,63967.79,2024,8.30153005464481,3038.36,26.752786885245904,29.38,24.87,86.21691256830601
lahat,12535.44,50.97,63892.53,2024,8.555054644808743,3131.15,25.255737704918033,27.69,23.5,86.59915300546449
musi rawas,19898.95,58.33,116076.29,2024,8.584098360655739,3141.78,26.90155737704918,28.89,24.73,86.09882513661202
musi banyuasin,25001.15,49.64,124111.48,2024,7.825519125683059,2864.14,27.121721311475408,29.52,25.38,86.7689344262295
banyuasin,185231.71,51.18,948088.97,2024,7.393306010928962,2705.95,27.625928961748635,29.02,26.11,85.83806010928961
oku selatan,7646.4,62.3,47640.28,2024,8.41672131147541,3080.52,24.200327868852458,26.36,22.23,86.8377868852459
oku timur,111431.99,65.65,731587.52,2024,6.826912568306011,2498.65,27.00314207650273,29.9,24.92,85.34975409836065
ogan ilir,20507.92,49.77,102076.84,2024,7.42568306010929,2717.8,27.11284153005464,29.22,25.11,86.67319672131147
empat lawang,9014.59,49.12,44283.22,2024,11.229617486338798,4110.04,24.19210382513661,26.13,22.07,88.01510928961748
penukal abab lematang ilir,6142.9,43.07,26454.98,2024,8.30153005464481,3038.36,26.752786885245904,29.38,24.87,86.21691256830601
musi rawas utara,2663.38,39.19,10438.12,2024,7.43084699453552,2719.69,27.02,28.73,24.3,86.91691256830602
palembang,2654.85,45.58,12100.2,2024,7.474398907103826,2735.63,27.11448087431694,28.66,25.33,88.14923497267759
prabumulih,46.78,38.55,180.36,2024,7.42568306010929,2717.8,27.11284153005464,29.22,25.11,86.67319672131147
pagar alam,3674.32,50.77,18654.25,2024,11.229617486338798,4110.04,24.19210382513661,26.13,22.07,88.01510928961748
lubuklinggau,1600.08,52.26,8362.71,2024,9.663579234972678,3536.87,25.637049180327868,27.46,23.92,86.83672131147542
ogan komering ulu,5477.0,47.14,25815.0,2025,7.971232876712329,2909.5,26.318493150684933,27.88,24.35,87.17180821917808
ogan komering ilir,106758.0,62.49,667136.0,2025,7.662657534246575,2796.87,26.7973698630137,28.31,25.2,87.61306849315069
muara enim,16990.0,53.87,91517.0,2025,9.046301369863015,3301.9,26.198273972602742,28.01,24.07,86.69194520547946
lahat,15461.0,53.65,82954.0,2025,9.211589041095891,3362.23,24.695150684931505,26.31,22.37,87.21013698630138
musi rawas,23717.0,60.76,144097.0,2025,9.090438356164384,3318.01,26.371616438356163,28.15,24.47,86.28290410958904
musi banyuasin,32464.0,53.74,174474.0,2025,8.634383561643837,3151.55,26.52772602739726,28.26,24.55,87.25673972602739
banyuasin,230280.0,51.14,1177649.0,2025,8.002794520547946,2921.02,27.034109589041098,28.93,25.39,86.40098630136987
oku selatan,13831.0,55.82,77206.0,2025,9.093561643835617,3319.15,23.475561643835615,24.82,21.27,88.6613698630137
oku timur,138174.0,66.83,923413.0,2025,7.971232876712329,2909.5,26.318493150684933,27.88,24.35,87.17180821917808
ogan ilir,24984.0,48.64,121519.0,2025,8.431095890410958,3077.35,26.490027397260274,27.94,24.67,87.62884931506849
empat lawang,9626.0,48.79,46968.0,2025,11.046657534246576,4032.03,23.522054794520546,25.33,21.83,88.73575342465753
penukal abab lematang ilir,6835.0,49.43,33786.0,2025,9.046301369863015,3301.9,26.198273972602742,28.01,24.07,86.69194520547946
musi rawas utara,2435.0,44.66,10873.0,2025,7.959808219178082,2905.33,26.45994520547945,28.04,24.55,86.99810958904109
