model,train_mae,train_rmse,train_r2,val_mae,val_rmse,val_r2
Linear Regression,"[18681.264085985462, 18241.709600638747, 18221.576838970534, 18743.204374574678, 18208.06455024765]","[33284.326174225374, 32570.892208577283, 32457.669073054407, 32224.815583278167, 32094.94102050157]","[0.9766501219482567, 0.9772229614014385, 0.9777283323810788, 0.9765971603938415, 0.978656781988017]","[17167.173117048587, 18764.495694293622, 19021.22149560879, 18791.54054013631, 18678.59305665401]","[29388.393444422156, 32437.935374718298, 32876.126742210356, 33935.911801627015, 34334.75095118109]","[0.9804238566399539, 0.9779217105964435, 0.975848137472081, 0.9795906058908629, 0.9711731177063586]"
